sentence,label
我们一起来登高，哈哈，够高，风景当然就是不错了，自助餐我觉得哪里也差不了多少，这里种类也不是最多的，出品不合口味，主要是环境，来吃环境的,1
还好还好 每次经过那里老婆嘴馋都要买了吃 我吃了感觉还好吧 一般性 不过老婆喜欢的 生意还是不错的 要排队买 饿的时候吃吃感觉不错,1
之前名气还很大的，慕名而去的.几次吃下来还行。但是。。。在锡州中路上新开的铁皮饭店真的是让我失望透顶啊。！！！还有几个客户跟老板要退菜说是清真鸡不是清真的，一看就是高压锅压的。然后我点的百叶包蒸鲜肉，那个百叶还是馊的，让服务员尝尝是不是馊了，居然跟姐说，我们不能试吃你可以要求换菜。我们试吃了之后还能卖给谁，难道我退了的这个馊菜还要再给客人吗！！！！！！！！！,0
我以前总是从这边路过感觉很好，很有档次，第一次去还是朋友和我一起去的，我吗结账的时候才两百多，很实惠我们四个人一个人也就几十块,1
台湾菜，总体而言，精致不惊艳，很有家里妈妈的味道，很有人情味的感觉！ 环境很不错，优雅小资。 有靠落地窗的大沙发，背后是中关村的夜景，很有情调！ 【煎猪肝】最喜欢的招牌菜！猪肝嫩而多汁，酱汁的味道也很棒！ 【台南发财馆】类似港丽的厚多士，绿茶的面包诱惑，但里面可是真材实料！觉得更好吃！ 【台式炒米粉】很家常的味道，不功不过。 【蚵仔煎】也是很家常的味道，不功不过。不过卖相很好看。 【红豆沙小丸子】甜甜的，不错 总之是值得一去的餐厅！,1
味道很不错 有点偏向安徽那边的口味 ，当然我吃是正好 可惜了我的朋友被辣的乱叫 ，呵呵叫中也不停的夸好吃 地道 过瘾！,1
铁板还是不错的，鹅肝很香，鳕鱼也非常的嫩，还有好吃的虾鱼鱼肉qq的，牛肉一般啦没吃出什么味道，鲍鱼挺新鲜，海胆不限量，螃蟹是小花盖，也不限量，鳗鱼一般,1
这家店我刚刚开始吃米粉的时候只有8块现在长到了14要死吃不起了，不过这家的味道是我吃的所有米粉里面最好吃的。特别是笋尖，每次吃都会另加一份笋尖回家。而且这家人特别的多，要排队。呵呵。每次吃的时候心疼死了不过还是值得的。,1
路过的时候买了巧克力布丁奶 巧克力双拼 红豆珍珠奶~ 第一次喝它家巧克力的~~~ 很好喝诶 巧克力布丁奶 很香！口感也好 也不会很甜 巧克力双拼呢 是布丁加红豆 要的半分糖 但是依旧很甜…… 是不是只要加红豆的就会很甜呢…… 红豆珍珠奶茶 好吧 很甜很甜~~~ 看着好像又新出了几样面包~~~等着下次回家买来吃,1
太恶心了！服务态度奇差无比，菜居然没有明码标价。宫保鸡丁和盖浇饭的量一样，盖浇饭10米，居然菜要18米，还是他们自己说的，菜单上没标。里头花生几乎可以忽略不计，然后比椒盐排条还贵出2米。跟他们理论，居然从厨房冲出来个YP流氓要打人。还不开发票，偷税漏税哦！完全可以无视的一家店！,0
巴湘龙虾广告做的不少 但是味道比较让人失望 虽然我只点了一份小份的龙虾 但是龙虾的个头也着实袖珍了点 剪腮抽筋的做法 但是肉太干了 还用干锅来做 感觉只是一个噱头 其他还点了些菜 只能说般般吧 提不起多说的兴趣了 以后应该也不会再去吧 完,0
"我可是在这家店从小吃到大的啊!以前在江南中学门口的时候就经常去那边去,实在是特近了,而且小笼啊小馄饨才是上海小朋友早餐的正选!最喜欢的还是里面的排骨年糕,比鲜得来什么的强多了,年糕是软年糕,不是那种炸的,很好吃.自从大富贵拆迁后,也有1年多没吃过了.现在大富贵搬到普育东路这里了,还是满近额,今天特地来吃排骨年糕,价钱涨到了8元,但是排骨也大了很多额,味道还是和以前一样那么美味,环境也比以前好了,也大了.以后有机会来这里吃吃锅贴看看.",1
喜欢去这家，离住的地方也近，里面也有我喜欢吃的菜，请客吃饭也是九堡这边比较不错的地方。其他川味观店还没有去过，不知道具体情况,1
虽然不怎么样 看起来管理有问题 可以砍价的！！！ 不想选也没辙 遍地都是。。。 只好选他家了 每年都送好多衣服过去 衣架挺次的,0
很糟糕的一次经历，因为知道外婆家很出名所以春节到了杭州就去那里了，因为离住的酒店也近到那也已经晚上8点多了还要等位很不爽到了点菜时候要什么菜没什么菜其他菜都咸死了总之这顿吃的超级不爽,0
很喜欢他家的甜点，甜而不腻，而且还很适合给老年人吃。这次过年买了他家礼盒送人，包装大红色，看起来很热闹喜庆的颜色。就是售货员态度不好。,1
经常行北京路都经过这条路，不过都五是甘多人帮衬（或者说根本没人，五通前面那条食街抢晒巨D生意）——果日路过贪得意 试下，味道五是话差，但是感觉周围都吃得到落，但是没有惊艳的感觉，应该没有什么特别的原因就不会再来了,0
在澳门吃的最泪流满面的一餐..因为终于只花了一点钱就吃饱了 T T 保记身处小巷，比较难找，店面也比较简陋，来光顾的大多是本地人。其实它是一家历史悠久的老店，老板娘朴实亲切，好热情~ 牛腩粉口味相当醇厚。真庆幸穿越了那么多华丽花哨的食店，最终还能邂逅它.. ~.~ 建议吃咖喱牛腩河，不要选25的套餐(多个饮料而已..)，因为实在不解为什么套餐里配的葡萄味芬达要$7一瓶... 总体来说很赞，能找到的话一定要试试看。好怀念呀~,1
"经常会和单位的客户来这里吃饭,大红沙发有种很VIP的感觉,环境一流,服务员的服务态度也都不错,味道嘛不愧是湘菜,辣,辣,辣,我平时就吃半碗米饭,但是到了这里就要两碗了,呵呵,不过辣的很好吃!味道还是比较正的,比如干锅鸡杂,酸辣藕西,家家小炒肉都是不错的选择!强烈推荐去试一下",1
西坝河的这家梭边鱼 是我最喜欢的一家 经常和3个闺蜜一起吃饭 下班去的话 这家是我们四人的中心点 所以经常约在这里 鱼肉很嫩很鲜美 还有鲜虾丸 青笋 藕片 非常好吃 每次必点 冬瓜仙草露！最爱！,1
赶火车，就随便挑了个东方既白，这店在市区也吃过，还行，哪想到，到了火车站价格倒是不见太亚花花，可是25元的卤肉饭，居然几乎看不到肉末，只有一层油浇在上面，要不是赶火车没时间和他绕，真的要好好争取下自己的权益。太差了,0
环境没得话说了 非常的洋气 里面很有情调~ 很适合文艺青年的地方~ 整整一个下午坐在里面那样的滋味，真的蛮有感觉的~ 露天的位置更有种不错的感觉 一个下午陪上自己爱的人坐在外面喝些东西 坐在那 看看花 看看树 看看天 看看车 看看云 还是蛮文艺的~ 很不错的地方~,1
第一次去哪里，买的衣服不合适要去退，竟然一副晚娘脸，说神马要持卡者本人退，买的时候怎么没说啊。以后有本事和hk一样买的时候看卡后签名呀，朋友亲自来退有再三刁难，服务很差，下次不来这家买了，虽有三层但东西不多,0
音质和自助餐都比较差，更加离谱的是筷子都勺子每人一个都不够，而且每人只额可以拿一个。帮人拿都不可以，自助餐品种也很少，什么都有限制。服务员也很少，从进去到K房一个服务员都没有的，自己找房间。极度无语。,0
"老公来了这里心心念念要去,结果喝了说很失望 从地铁下来走了至少2km才到....... 我不太爱喝羊汤的,觉得还凑合,但是贵了. 19一碗,香脆饼加肉9块 加粉丝3块 没啥性价比",0
盼望很长时间的地方，今天中午单位有宴请，终于如愿，但吃完后就是失望，菜很咸，很油，我怀疑根本就是二把刀的厨师做的菜！宴请的话千万不要去这里，做菜的水平会让主人没有面子，青年人去吃个热闹还可以。,0
中山西点在三好街开店真不错，去其他分店太远了。 头一回在他家买蛋挞，一元钱一个。质优价廉，价钱是值了。 皮做的一般，里面的液体象碗鸡蛋糕，蛋味浓浓的，呵呵。 家乐福，大润发超市也卖过一元的蛋挞，但是没有这个好吃。 太多的选择，蝴蝶酥，泡芙，椰蓉条，选的这些都是很轻的， 每样少买一些，多买几样。花了10元钱够就解馋了，哈哈。,1
新丰小吃从来都是一到饭点一定人满为患，这一家也不例外，最为叫人惊叹的是他们家服务人员的算术速度，你说出自己要点的东西她立马就能给你算出需要的钱数，而且极快的完成找零 吃的东西同样没的说，价格实惠不说，味道也很是不错,1
正好路过看到这家店外观还可以就进去吃了 服务员之间说话的时候面带微笑， 但是帮客人说话就像欠了她钱一样的很不耐烦 现在好像有禁烟令，但是3楼乌烟瘴气全部都是香烟的味道 很普通的茶叶茶也要收钱， 菜上的速度不是一般的慢 以后绝对不会再去,0
今天中午去的，虾鸡都很鲜.粥清淡，适合这季节.不上火。现在有团购活动，梃划算的，农科店过阵还要上晚茶呢。,1
推荐波士顿龙虾配面 肉紧致 量比较大的 两个人分吃半饱了 海鲜饭也还可以的 靠窗 环境很安静 聊天很不错 边上客人感觉是商务请吃饭的来吃饭 下次试试他们家的点心~,1
大家去这家店聚餐过一次 总体还行吧 不过听说没以前的口味好了 里面的凉菜皮蛋还行 点的一份碳烤鱼，好咸的说 还有一些都是家常菜 我觉得个人而言不会再去了,0
之前在那边住的时候经常去 毕竟是比较新的 所以环境还可以 服务人员态度也不错 有时候它们会做活动 所以相对来说还是比较优惠的。,1
不灵额，我第一次买居然还发神经的买了三文鱼寿司。。。。哈难吃，拜托那个叫鱼肉？吃上去跟橡皮差不多。搞不懂买的人还蛮多的。。。,0
早上就在这吃的自助早餐，价格是38元一位。 虽说价格不便宜，品种也不算太少，但是质量实在是太差劲了。 我喝了碗血糯米粥，吃了点酱菜，然后还吃了一个荷包蛋，和几个油煎馄饨的陷 ，因为，我去拿的时候馄饨就剩几个了，而且都破了皮，所以只能吃些陷。 中间老公看见有人排队，就让我去看看那，我一看是在等小馄饨和面条，所以各拿 了一碗。小馄饨还行，面条是老公吃的，味道如何不清楚。 最后，吃了几块橙子，喝了杯淡淡的咖啡。,0
以前晚上去吃过几次宵夜、种类很多、像大食代一样、价格便宜、但味道不怎么样，也就是随便吃吃的。上菜慢.,0
对这家饭店实在很无语啊，幸亏可以打五折，否则原价去吃，真的是冤大头了，价钱倒在其次，关键是菜的味道实在不敢恭维，好好的鸡头米炒百合，咸得要死，真是糟蹋食材啊，外婆红烧肉和玉米烙还可以，但是大多菜烧得都不好，不知厨师哪里请来的，烧的都是江北菜，一个味，跟我们单位的食堂师傅一样一样的，哈,0
综合的大商厦，吃喝玩乐，全部有，这一圈的楼都是连着的。购物，游戏厅，电影院，饭店，超市，滑冰。非常齐全。非常现代化，活动也挺多的。非常喜欢。,1
在搜秀的一楼 感觉还行吧 地方不是很大，东西还是不少 前几天买的蛋糕把 然后最近开始喜欢蛋黄酥 还有抹茶的 哈哈 等下次过去的时候，继续找蛋黄酥吃,1
对于这家店，真是没法说！地方很小，高峰的时候都是小桌，要是晚上8点以后去，有空座的地方还不让你坐，这不行，那不行的。8点半以后最好不要去哪吃饭了，点这个没有，那个没有的~要是没有关门不就得了！要了个蛋羹，感觉都放了很长时间了，边上都硬了，店员说是用微波炉没打好。没打好你上它干吗呀！能吃么！而且快闭店时去，服务员的态度十分的恶劣！~就跟你欠他们钱似的！~ 开门做生意，能干就干，不能干就干脆关门算了~ 以后不会再去了！~,0
开了很多年了，非常棒非常专业的图片社，有不少摄影专业人士和广告公司在这里制作作品，以前听说地铁里的灯箱广告也是这里做的，在北京应该是比较有名的图片社，专业水准！,1
晚饭以后被人带去品酒的，喝了几口金黄的葡萄酒，很好喝，一点酒味都没有（不好意思，我不会喝酒），可是其实是40多度的，所以吸口气，马上觉得脸都热起来了。好玩的地方。,1
服务不错，设计的发型也很满意，不像别的理发店强力推荐烫啊染啊，叫你花钱。我本来是剪一剪， 但是觉得他叫弄得不错 后来又烫了一个，也是我第一次烫头发，有点贵，但效果不错 支持一下,1
因为早上顺路 经常在这里买 但是很失望 喝的东西简直难以下噎。对不起这个价格啊。。。面包什么都还可以。。。服务嘛真的不咋地。。。我忘记是南广场还是北广场了 反正对面是必胜客~,0
没有什么评价的，不通风，很热，很差。 地板差，气氛也一般。有些教练驻场，纯锻炼目的的初级爱好者可以报名学习一些。 和电影院一起，停车位少，经常要停到路边，也不知道抄不抄牌。,0
去吃的时候是在晚上，LG真是不能吃自助餐。我们两个人才喝了4杯酸奶……鱼啦，虾啦什么的热菜全都很咸，不懂是不是南方人吃不惯北方的菜。寿司也还行，看上去比吃上去感觉好。总之吧，一分钱一分货，上菜的挺快的。冰欺凌好难吃……,0
晚饭吃的是吉阿婆麻辣烫，吃好之后就想要来一杯coco呀~~选了焦糖奶茶~喝过好多次了，还是一如既往的好喝！！！和LULU一起买，用了维络城买两杯减两元的券！超值~~~,1
人多啊，过安检的时候人山人海啊，还老有加塞儿的，所以时间上一定要安排好，不能太晚，否则影响自己登机也浪费别人的时间。,0
以前聚会的首选，很久没有去了，前天去了次真是怀念啊。只有一摞华的银鳕鱼最好吃！吃过好几家日是烧烤都没有他家的好吃 还有牛尾汤可以喝下两碗，就是清酒有些参水的迹象。。。但是吃的味道还是很赞~,1
味道真的是一般中的一般，价格不算便宜味道不行啊。以后不会去吃了，不过最吸引的点是等餐的牌子啊，做好了会亮的，省时省力。,0
LG过生日时他的朋友送了一个ebeecake的蛋糕，包装精致典雅。打开一看，俺这个烘焙爱好者一眼就看懂了：6吋，蓝莓芝士，奥利奥一类的黑色饼干饼底。味道、口感中规中矩，偏甜。总之还是不错滴！,1
这个怎么说呢，真的很失望，那么多家回味，这家最让我失望了， 不知道是不是我个人问题，真的很咸，而且料也不如其它家回味的多,0
是我去过服务最烂的一家店，现在一壶壶的茶茶壶都很小，没喝几口就要加水，按铃半个小时都没人理你，直接叫服务员，服务员让我们等一下，然后又是半小时，真心累，还设什么最低消费，让人不爽，想吃年糕竟然没有，环境杂乱，十分吵闹，再也不会去了。,0
特别特别爱吃这的香炸鹌鹑 很嫩很香 入味很好 还有手抓大排也很棒 很好吃 不过环境真的好嘈杂啊 说话都费劲 很火的店,1
东坡肉肥而不腻，很难得呀； 鱼头汤乳白色，不知是不是放了牛奶，还担心是勾兑的汤，但真的很好喝，喝了好几碗呢； 小河虾也很不错，酥酥的，咸淡刚好 芦蒿很新鲜，不错,1
只能说非常一般，要不是揽客的小伙那么热心，我们才不会进去～ 就如楼上朋友说的，店小、音箱非常吵、歌手唱的都是非常老的歌，而且品味比较差，就没听到一首好听的～ 价格不算贵，但是跟质量一比，实在觉得不值～不会再去了,0
面包好像还不错，挺好吃的，喜欢毛毛虫面包，还有好像叫地中海面包，记不太全了，就是椰蓉的面包。好吃是好吃，就是感觉价格贵点。反正，分和哪的比吧。比起超市的桃李啥的，是贵点，比起那些新式面包店，价格又好像差不多。,1
逸夫是看戏的好场子，即使做的后面一些，舞台上的表演还是看的蛮清楚。 现在还可以网上购票，自己选座，很好呀~~ 外面每逢演出，总有不少黄牛转悠，这点让人有点不太舒服。,1
在电视上看到的介绍，介绍的悦宾的由来，于是打算去看看 在胡同，不太好找，不过一进门就特有北京味，完全是几年前的感觉，如今北京飞速发展，还能看到这么有老北京味道的地方真不多，泪奔~~~~ 人多，等位，价钱不是特便宜，但味道特好，糖醋排骨一直大爱，到哪都得尝尝，这个味没的说，绝对回味，蒜泥肘子也不错，哈哈，我怎么那么爱吃肉呢？ 挺值得推荐的一个有老北京记忆的地方，赞！,1
两年前新开的，原本以为168都差不多，但这家满让偶失望的，新开的店，天花板发霉的黑乎乎的还滴水，果然老房子改造的不大好，入住时淋浴房的防滑垫子下全是水和头发，恶。。。下次不住这家了,0
比较整洁的店，有台布，椅子也是软面。 点菜也是用电子方式的，只要告诉菜单上的编号即可。 菜做得还是很有特色的，口味也很好。 只是我们去吃时，楼上有大席，服务员和厨房把我们完全忘记了，催了很久才发现菜还没有开始做。最终一顿简单的晚餐拖了两个小时。,1
办卡260/20次，主要是针对大众的，本校的学生和老师好像有优惠。一次2个小时，但是晚上6点以后就是一个半小时了，水质还行，学游泳的小孩子太多了，最好早上去，人少，另外工作人员的服务态度，很差，很讨厌！,0
以前一直去那边吃点心，味道很不错，这次试了那边的套餐，新装修的第一天开张，环境和之前差不太多。老实说口味上还真是SOSO，不过号称价位高，也试了以前没食过的，就算体验吧！,1
和公司同事聚餐， 服务非常周到， 三文鱼也非常新鲜。。环境是那种日式榻榻米的， 大家围坐在包厢里一起吃饭聊天，很惬意。 帅哥老板忙不过来也会来帮忙 生意很好，最好提前定位。,1
1.不能刷卡 2.点了4个菜，1个鱼香肉丝很咸，一个炒蘑菇跟没放盐一样太差了，口水鸡中规中矩，沸腾鱼还行 3.量很少 4.餐厅里面挤挤挨挨的，环境真不好,0
史上服务态度最差的麦当劳，真丢人，买咖啡自己挺不清楚就＂切＂，有病啊，丢人现眼，服务态度差，素质低到极点,0
工作在附近，方便，合口，价格公道的一家店。烤鸭味道很好，不腻，还有个什么鱿鱼，很好吃，每次必点的菜。碰上送烤鸭券，更划算。,1
这里 位于福田中心区，交通还是比较方便的。出门就是中心区，是我住过城市中比较方便的一家。喜欢这里的高雅，软软的床睡着很舒服。有家的感觉饿u。,1
"总的来说环境还是不错的,味道也可以,为了办会员卡吃的我和老公都快晕过去了~不过会员卡可以打8.8折!~正好是在满100返50的时候去的,很值!",1
服务真心差啊~叫点单，回答永远是稍等，然后就愣是在位置上等了15分钟才点上单，还要看那个服务员板着个脸，好像欠了她什么一样 漏单情况严重，点的茶碗蒸服务员搞不清楚是哪桌的，就往工作台上一放，等我们催的时候才拿过来，完全冷掉了有木有！大虾天妇罗从头到尾就没见上桌啊。 三文鱼刺身一般般，好几片中还有鱼骨，北极贝有股怪味，第一次吃到没去壳的甜虾。。。 总之，感觉真心不好，宁愿多加点钱去其他的日料店，服务、食物质量都比这好很多，以后不会再去了,0
每次点餐想都不带想，直接腿堡套餐。这次是受到了广告的诱惑，点了那个咖喱堡，哇塞，失望的要命。味道怪怪的，还小小的。再也不会点了。地方不算太大，还有一个小隔断，是专门给麦乐送的叔叔们休息而准备的。,0
傣妹真是火啊，但凡热闹点的地方都有它们家的服务员拿着菜单沿街推销。 东西看上去挺便宜的，都是几元几元，其实吃下来也不便宜。 最受不了的是它家没茶水供应，只能买饮料，吃个火锅下来很大的开销啊。,0
好吃啊 好吃啊 上海很难有这么好吃的北方风味的食物了 本人最爱吃的就是他们家的米皮了 量很大 价格却很便宜 5元一份 可以吃饱 味道嘛 算算 辣辣的 感觉非常不错哦~,1
又难吃又贵。太可怕了。服务员都像我们欠她钱死的，尤其是大嗓门的那个领位。没问我们吃什么口味，就给上的辣的，结果一点都不辣，明显用的剩料。,0
春节时候吃的年夜饭，知道年夜饭是大批量做的，肯定不会好，所以也没报啥希望，只是考虑到毕竟要2千多的价格应该稍微好点吧，没想到真的很令人失望。菜一下子都上来了，不仅桌子放不下，包房内的台子都放不下，后来居然都放在走廊上的台子上，这个速度也太快了吧。结账的时候我们发现点心少送了，居然还不退点心的款，却说再给你们做，如果我们没有发现，不就是混过去了。,0
最近很喜欢的品牌 有好感是在用了他家的泥娃娃之后 此面膜真心好用 特别对于我这个白头遍布的脸〉 〈 只要10分钟白头去光光的感觉真的好 在专柜也试用了扭转乾坤面霜 透明的质地和补水能力强大 还有百米焕肤霜 去角质赞 这2个便是我接下来的目标~,1
差差差差差，等了两小时，也没把东西上齐。环境又乱，肉上的又慢，关键是每次量还特小，味道就那么回事吧，吃顿饭基本都是在等待中。不会再去了！,0
"有点怀疑是不是小绍兴,印象中的小绍兴应该不是这样的. 生煎是冷的,让服务员换成热的,没想到,徽波炉一转就又给上座了,实在是倒胃口. 小笼的味道也不好,皮太厚了. 只有小馄饨还过得去。 总之,好失望,希望老字号能保证质量,不能光凭招牌来糊弄人。",0
每次路过都忍不住买一杯喝 感觉这个店还是挺不错的 当着你的面鲜榨的 而且服务员的服务态度也超好的 多喝水果汁对身体好哈,1
好兄弟结婚选的这里，真是皇家园林，就是不一样，好像感觉以前是一户人家。 估计是哪个王爷的儿子什么的吧。 牛仔骨非常不错，很嫩，不知道是不是放了嫩肉粉了…… 菌汤也很好，一百多碗一起上很壮观。 总之不错，就是很贵。,1
昨天平安夜去三里屯吃印度料理，顺便逛了一下，真心觉得布局special~所以不是明白状，圣诞节外面很多美丽的装饰倒是不错，逛街吧晕乎乎的，可能不适合我这种路痴吧~,1
晚上8点去的 有点晚了 比较清静 不过寿司的种类也不是很多了 味道还是不错的 喜欢三文鱼寿司 喜欢他家的大麦茶 服务还是不错的 要了一个猪扒饭一类的 量挺大 味道一般 还是寿司好吃~~,1
一漂亮姑娘推荐的，跟我说既好吃又实惠，话说她一定能成为一个贤惠的妻子，谁娶她谁有福气。 言归正传，话说这家店跟她说的一样，确实既好吃又实惠，炸灌肠、麻豆腐、芥末墩神马的，都是京味儿十足。宣体踢完球，一帮人过去搓一顿，也花不了多少钱，哥几个聚会也可以啊，总之这地方真的很不错，恩。,1
下午四点多去的，订了大堂的位子，没有靠窗的了，只能坐门口。花园里的专列和整个餐厅的布置都给人很怀旧的感觉，不论是家人用餐还是商务宴请，都是不错的选择。 冷菜点了酱鸭，很入味，都吃光了。 热菜是砂锅鱼头，清炒菜心和红烧肉。鱼头有点辣，不过还是我可以接受的范围，吃的热火朝天啊。红烧肉虽然会影响减肥，但是冲着美味，也就偶尔破戒吧。 喝了点他们的七年陈黄酒，酒量不好，尝个味道。 下次想要过去的时候，还得早点订个窗口的位置，看看花园风景。,1
从开业起，感兴趣的除了大鼓就是小鸟，哈哈，还有个喝茶的小餐厅，菜还是不错滴，尤其是时令的鱼类，价格也还是可以滴，总体来说不错,1
为了果腹吃吃还是可以的， 要说味道多好不见得。 要说差劲也不会差到哪儿去。 毕竟价格在那个地方管着。 但是确实只能果腹。 而且还很昂贵。,0
说是肯德基的兄弟品牌进去的 东东实在不是怎么样 而且也不是特别便宜 可以当做简餐吃 但是应该不会再去了吧~呵呵,0
好久没吃饺子了，朋友说富力广场新开一家饺子馆就来试一下，总体来说都很不错，就是价格有点小贵。没有负一层的实惠。,1
一句话评价就是：来了第一次再也不会来第二次的店。蟹的味道太一般，看着不是很卫生，没有食欲，涮火锅的时候更是一点味道都没有，叫了沙茶酱吃了一口就倒了，说不出来的味道，回家我老公，我妈还有我都拉肚子，不想再说了。,0
吃的中午套餐，还可以接受，不然晚上太贵了哦~~~面包和酱都很好吃，主食也好吃，甜品有点一般般哦~~~总的来说不错！！！好吃的说~~~吃了牛排，下次想试试看银鳕鱼~~~,1
以前暑假学校没的吃的时候经常去这里吃，价格也还公道，东西也很好吃。最爱的是鸡汁汤包和鸭血粉丝，那个汤包真是好鲜好好吃~！,1
味道不算正宗，但是经常去吃 这里就是吃个环境，适合和女士谈天屋内灯光昏暗 来这里的老外不少，印尼之类的比较多 价格上谈不上多好，人均120左右吧 做的辣汤可以试试，咖喱锅分绿的和黄的咖喱，看你是要加鸡肉还是牛肉之类的，这咖喱就是下饭用的，菠萝饭感觉很一般 这里做的柠檬鱼很清爽，可以一尝,1
黑椒牛排香嫩多汁，我喜欢 扇贝又大又好吃，嘿嘿 基围虾一般，可能我要的口味不适合，下次不要白兰地的，换一个。。。 意面不错，要的番茄酱的 下次尝尝大家推荐的鲅鱼饺子吧，O(∩_∩)O~,1
好难吃的汉堡啊~~~面包松垮垮的，里面的肉没有肉的口感。 比KFC和MDL差远了啊。应该不会再有下次了。。。 上次老妈买回来的，吃了一半就不想吃了。,0
早餐有时候会有强烈想吃的愿望 喜欢紫菜瘦肉粥和牛奶麦片粥 然后点一笼要看师傅心情的虾饺 还有最近越来觉得越好吃的韭菜盒子 有时候回家 妈妈会让我带一个金针菇捞拌 实在是他家意外之喜 小菜也不错 我说的不是推车上卖的 是门口盛在大缸子里那个 哈哈,1
"味道很不错啊. 路过的时候被他们的香味吸引,买了一点. 口味与众不同,具有很奇特的味道.主要是咸鲜味. 个人有点鄙视他们的外卖袋.很难带的!!!!不够贴心.",1
经济实惠 很多穿工作服的人都会选在这吃午饭 粥不错的 还有炒饭也不错 鸡蛋饼也可以的 不是很腻歪 旁边一个女生要的酒酿圆子看起来很好吃 改天我再试试。。。,1
好像这个牛奶棚只有杨浦区有，好喜欢他家的菠萝泡芙，味道哈嗲！吃了还想吃呀！ 抹茶蛋糕也是我的最爱，每次经过都要买上一大包。,1
去巴奴吃火锅就是为了喝菌汤，吃前喝一碗，嘿嘿，服务不错，点菜的时候服务员说够吃了，不够再点，不让多点，还怪会替客户着想嘞。锅底还分什么植物油 动物油。,1
和姐姐两个人星期五晚上去的，当时人很多，我们直接二楼进去的，问一个服务员一楼有位置吗？那个服务员两手抱着，说：“不知道，你们自己下去看！”被我们说了之后很不情愿地让旁边一个有对讲机的服务员问了下，实在无语了~~~清扬路那家态度也不好，有次我们同事不饿去点了粥喝两个菜，一个服务员正眼也不看我们，还和领导嘀咕，指着我们！,0
很小资的西餐厅，价钱是平民价，上次两个人吃才花了50却吃得很撑，最喜欢他家的抹茶布丁，之前下午茶还是半价，甜品买一送一，特地跑去吃，环境也都很不错，味道也很好，适合休闲小坐~,1
很好吃的爆肚，觉得羊爆肚比牛的更好吃吧。酱料也很不错，不过有人喜欢麻酱更多一点~ 觉得麻酱多了和爆肚气质不搭额。加点大蒜辣油才是正经事~~所以很喜欢。,1
傣妹换了装修 以前是像森林一样的 现在换的更现代了 可是感觉还是乱糟糟的 每次排队排的人很多 要等好久 因为价格很便宜 但是同学普遍反映吃了会拉肚子 应该不太卫生 上次吃过的牛肉碟子摞起来都20分米了吧 但是才花了100多 便宜啊 味道嘛 一般化 不难吃 但是看汤上面感觉很不舒服 适合请客 嘿嘿,0
配面包。。或饼干的冰欺凌，饮料小车。。 乌节路上有好多个~ 有好多口味选择，榴莲。芒果。。巧克力碎片。。巧克力。草莓等等 1块钱，便宜又好吃 我喜欢面包夹巧克力。。 又降温解暑。。又能吃饱肚子。。,1
这家离家比较近，所以常常去吃。 味道这么多年基本么变，就是配菜越来越少、价格越来越贵。 最搞笑的是，昨晚去吃，隔壁桌的人点了个蟹籽沙律，居然投诉说米有蟹籽，服务员辩称蟹籽卖光了。晕！那这还是蟹籽沙律吗？！ 另，味千的服务一直是不怎么样的，特别是每次都不让你坐的舒服，明明有很多空位，还非让你去挤很小的位子，⊙﹏⊙b汗,0
"地方挺大的，装修有点旧，这家的服务差, 呼唤半天没人招待, 客人不多，上菜速度超慢.味道也不好，是我吃过的上岛各家店中最差的。",0
"垃圾自助餐,服务也垃圾,我们是那个时候过生日什么,买三个人送一个人的时候去的. 东西少,也就算了,还不补充,叫他们补充也要叫半天,最垃圾的是那个男的餐厅经理,态度一塌糊涂. 这种餐厅,送给我去,也不会再去了",0
海底捞~名不虚传，据服务员介绍有20多种调料，吃上去脆脆甜甜的，口感非常好 最漂亮的就是那个贝类品牌非常漂亮，味道也很不错~很值得一去 门口有停车位,1
"没有在他们家看过病, 但是我带过朋友的狗狗去洗过一次澡, 讲句老实话: 不怎么样. 不是他们的技术有问题, 而是人品. 那里的技师都收小费, 当然不是反对他们收, 但是你不能对不给小费的狗狗不好, 应该一样对待, 如果你是真心爱动物的话. 如果服务好, 我一点也不反对给小费, 但是不给, 就给脸色看, 就是人品有问题.",0
差的一塌糊涂。那段时间巴犀一下子团了上万份，结果服务和内容就下降了N个档次。。去了人满为患，还什么吃的都没有，一盘菜N多人抢，扇贝没有 羊排没有 烤香蕉什么的全都没有，饮料淡的跟水一样，发誓再也不去巴犀烧烤了！！！,0
干烧鱼，狮子头是这里的美味，很香很好吃的，特别是干烧鱼，很入味的，口感很嫩很香！ 其他的菜也做得不错，人气挺好的！ 服务也蛮到位的！ 价格能接受！,1
晚上和闺蜜去洗澡 没什么人的 进去阿姨让你签什么字 貌似2条毛巾24 我无语 还好我们聪明 这个不是强制性的 我们带了 就没买。。不然就被宰了,0
一讲金矿，首先想到的是不菲的价格，然后就是出自炳胜集团的丰盛BUFFET！ 这里的BUFFET是不错，喜欢笼仔点心，是用币拿的~ 装修布局也几特别，古色古香的感觉~ 但那“四人起”的要求真的好讨厌！如果没有人数限制，会考虑多去的~ 就歌曲和音质而言，也不会很出色吧~ 还是怀念学生时代去的6个钟套餐，非常抵~,1
开业有半年的小店，因为离家近，去过很多次，喜欢他家的米线还有拌米线的肉酱，呵呵，特别是他家总是搞活动，可以上网打印免费的优惠券。,1
